LANP_label,ENG_label,AgeGroup,ST_label,n
Shona,Very well,Youth,Nevada/NV,17
Sinhala,Very well,Senior,Louisiana/LA,17
Sinhala,Well,Senior,Louisiana/LA,17
Sinhala,Well,Senior,Rhode Island/RI,17
Sinhala,Well,Youth,Nevada/NV,17
Slovak,Not well,Senior,New Jersey/NJ,17
Slovak,Very well,Adult,Rhode Island/RI,17
Slovak,Well,Senior,Ohio/OH,17
Somali,Well,Adult,Idaho/ID,17
Swahili,Very well,Senior,Idaho/ID,17
Swedish,Very well,Senior,District of Columbia/DC,17
Tagalog,Not at all,Youth,Illinois/IL,17
Tagalog,Not well,Youth,Kansas/KS,17
Tamil,Not well,Senior,Minnesota/MN,17
Tamil,Well,Senior,Colorado/CO,17
Tamil,Well,Senior,Louisiana/LA,17
Tamil,Well,Senior,North Dakota/ND,17
Telugu,Not well,Senior,Michigan/MI,17
Telugu,Very well,Senior,Rhode Island/RI,17
Thai,Not well,Adult,Idaho/ID,17
Thai,Well,Youth,Kansas/KS,17
Thai,Well,Youth,Vermont/VT,17
Tibetan,Well,Adult,Michigan/MI,17
Tigrinya,Not well,Adult,District of Columbia/DC,17
Tigrinya,Not well,Senior,Georgia/GA,17
Tongan,Very well,Adult,District of Columbia/DC,17
Turkish,Not at all,Adult,Pennsylvania/PA,17
Turkish,Not at all,Senior,Pennsylvania/PA,17
Turkish,Very well,Youth,Kansas/KS,17
Ukrainian,Not at all,Senior,North Carolina/NC,17
Ukrainian,Very well,Senior,Vermont/VT,17
Ukrainian,Well,Senior,Tennessee/TN,17
Urdu,Not well,Senior,Minnesota/MN,17
Urdu,Not well,Youth,Florida/FL,17
Uto-Aztecan languages,Not at all,Adult,Michigan/MI,17
Wolof,Not well,Adult,Alaska/AK,17
Wolof,Very well,Youth,Texas/TX,17
Yoruba,Well,Senior,Georgia/GA,17
Yoruba,Well,Youth,Nebraska/NE,17
Afrikaans,Very well,Senior,Ohio/OH,16
Afrikaans,Very well,Senior,Washington/WA,16
Afrikaans,Very well,Youth,Virginia/VA,16
Afrikaans,Well,Senior,Arizona/AZ,16
Afrikaans,Well,Youth,Kentucky/KY,16
Albanian,Not at all,Adult,Oregon/OR,16
Albanian,Not at all,Senior,Washington/WA,16
Albanian,Not well,Adult,Virginia/VA,16
Aleut languages,Not well,Adult,California/CA,16
Amharic,Not at all,Senior,Arizona/AZ,16
Amharic,Not well,Youth,Colorado/CO,16
Amharic,Well,Senior,Ohio/OH,16
Apache languages,Very well,Adult,Texas/TX,16
Arabic,Not at all,Youth,Virginia/VA,16
Armenian,Not well,Senior,Ohio/OH,16
Armenian,Well,Adult,Louisiana/LA,16
Assyrian Neo-Aramaic,Not well,Adult,New Jersey/NJ,16
Assyrian Neo-Aramaic,Well,Adult,New Jersey/NJ,16
Assyrian Neo-Aramaic,Well,Youth,Arizona/AZ,16
Bengali,Very well,Adult,Hawaii/HI,16
Bengali,Well,Senior,Missouri/MO,16
Bosnian,Not well,Senior,Nevada/NV,16
Bosnian,Very well,Adult,North Dakota/ND,16
Bosnian,Very well,Senior,Massachusetts/MA,16
Bulgarian,Not at all,Adult,Maryland/MD,16
Bulgarian,Not well,Senior,Virginia/VA,16
Bulgarian,Not well,Youth,Oregon/OR,16
Bulgarian,Very well,Senior,New Mexico/NM,16
Burmese,Not well,Youth,Georgia/GA,16
Burmese,Well,Adult,Utah/UT,16
Burmese,Well,Youth,Ohio/OH,16
Cajun French,Not well,Senior,Texas/TX,16
Cantonese,Very well,Adult,Vermont/VT,16
Cebuano,Well,Senior,Missouri/MO,16
Chaldean Neo-Aramaic,Not at all,Senior,Nevada/NV,16
Chaldean Neo-Aramaic,Not well,Adult,Illinois/IL,16
Chaldean Neo-Aramaic,Very well,Youth,Illinois/IL,16
Chamorro,Very well,Senior,Utah/UT,16
Cherokee,Not well,Senior,Oklahoma/OK,16
Cherokee,Very well,Adult,Massachusetts/MA,16
Chin languages,Not well,Senior,Maryland/MD,16
Chin languages,Well,Adult,West Virginia/WV,16
Chinese,Not well,Youth,District of Columbia/DC,16
Chuukese,Not well,Youth,Oregon/OR,16
Croatian,Well,Senior,Massachusetts/MA,16
Czech,Not at all,Senior,Massachusetts/MA,16
Czech,Well,Adult,Nevada/NV,16
Czech,Well,Youth,California/CA,16
Dakota languages,Very well,Adult,Maine/ME,16
Dari,Not at all,Senior,Michigan/MI,16
Dari,Not well,Senior,Colorado/CO,16
Dutch,Not at all,Senior,Virginia/VA,16
Dutch,Not at all,Youth,Michigan/MI,16
Dutch,Not well,Adult,Wisconsin/WI,16
Edoid languages,Very well,Senior,Alabama/AL,16
Farsi,Very well,Senior,Alaska/AK,16
Farsi,Well,Adult,Mississippi/MS,16
Farsi,Well,Senior,New Hampshire/NH,16
Farsi,Well,Senior,West Virginia/WV,16
Filipino,Not well,Adult,Delaware/DE,16
Filipino,Not well,Adult,Iowa/IA,16
Filipino,Not well,Adult,Massachusetts/MA,16
Filipino,Not well,Senior,Kentucky/KY,16
Filipino,Very well,Senior,Nebraska/NE,16
Finnish,Very well,Senior,Mississippi/MS,16
Finnish,Well,Senior,North Dakota/ND,16
French,Not at all,Senior,New Mexico/NM,16
Fulah,Very well,Senior,Maryland/MD,16
Ga,Very well,Youth,Michigan/MI,16
Gbe languages,Not well,Adult,North Carolina/NC,16
German,Not at all,Adult,Connecticut/CT,16
German,Not well,Adult,Wyoming/WY,16
German,Not well,Youth,Oregon/OR,16
Greek,Not at all,Senior,Connecticut/CT,16
Greek,Not well,Senior,Oregon/OR,16
Greek,Very well,Youth,West Virginia/WV,16
Gujarati,Not at all,Adult,Washington/WA,16
Gujarati,Not at all,Youth,Indiana/IN,16
Haitian,Not well,Senior,Colorado/CO,16
Haitian,Very well,Youth,Ohio/OH,16
Haitian,Well,Senior,Mississippi/MS,16
Hawaiian,Very well,Adult,Alabama/AL,16
Hebrew,Not well,Adult,Michigan/MI,16
Hebrew,Very well,Senior,Delaware/DE,16
Hindi,Well,Senior,Alabama/AL,16
Hindi,Well,Senior,Hawaii/HI,16
Hmong,Not well,Senior,Oregon/OR,16
Hmong,Very well,Adult,Louisiana/LA,16
Hungarian,Not well,Youth,Kansas/KS,16
Hungarian,Well,Youth,Connecticut/CT,16
Hungarian,Well,Youth,Florida/FL,16
Hungarian,Well,Youth,Maryland/MD,16
Ilocano,Not well,Senior,Arizona/AZ,16
India N.E.C.,Not at all,Adult,Louisiana/LA,16
India N.E.C.,Very well,Adult,District of Columbia/DC,16
India N.E.C.,Well,Adult,New Hampshire/NH,16
Indonesian,Not well,Adult,Wisconsin/WI,16
Indonesian,Very well,Senior,Georgia/GA,16
Indonesian,Very well,Senior,Wisconsin/WI,16
Indonesian,Very well,Youth,Hawaii/HI,16
Indonesian,Well,Senior,New Jersey/NJ,16
Irish,Very well,Senior,Georgia/GA,16
Irish,Very well,Senior,South Carolina/SC,16
Italian,Not at all,Senior,Maryland/MD,16
Italian,Well,Senior,Mississippi/MS,16
Jamaican Creole English,Not well,Adult,Illinois/IL,16
Jamaican Creole English,Well,Senior,Arizona/AZ,16
Jamaican Creole English,Well,Youth,Michigan/MI,16
Japanese,Not at all,Adult,North Carolina/NC,16
Japanese,Not at all,Senior,Connecticut/CT,16
Japanese,Not well,Senior,Delaware/DE,16
Japanese,Not well,Senior,Oklahoma/OK,16
Japanese,Not well,Youth,Kansas/KS,16
Japanese,Very well,Senior,Montana/MT,16
Japanese,Well,Senior,Delaware/DE,16
Japanese,Well,Senior,Wyoming/WY,16
Kannada,Not at all,Senior,Massachusetts/MA,16
Kannada,Well,Adult,Wisconsin/WI,16
Karen languages,Very well,Youth,New Jersey/NJ,16
Keres,Very well,Senior,Georgia/GA,16
Khmer,Not at all,Adult,Colorado/CO,16
Khmer,Not well,Adult,Montana/MT,16
Konkani,Not well,Adult,Georgia/GA,16
Konkani,Very well,Youth,Florida/FL,16
Konkani,Very well,Youth,Illinois/IL,16
Konkani,Very well,Youth,Washington/WA,16
Korean,Well,Youth,Idaho/ID,16
Korean,Well,Youth,Kentucky/KY,16
Kurdish,Not well,Senior,New York/NY,16
Kurdish,Well,Youth,Missouri/MO,16
Lao,Very well,Senior,Missouri/MO,16
Lao,Well,Senior,Missouri/MO,16
Lao,Well,Youth,Iowa/IA,16
Latvian,Not well,Senior,New Jersey/NJ,16
Latvian,Very well,Adult,South Carolina/SC,16
Lithuanian,Not well,Adult,Michigan/MI,16
Lithuanian,Not well,Senior,New Jersey/NJ,16
Macedonian,Well,Adult,Oregon/OR,16
Malay,Very well,Senior,Nevada/NV,16
Malay,Very well,Youth,Florida/FL,16
Malayalam,Very well,Senior,Indiana/IN,16
Mandarin,Not at all,Adult,Delaware/DE,16
Mandarin,Not at all,Senior,Kansas/KS,16
Mandarin,Not well,Senior,Alabama/AL,16
Mandarin,Not well,Youth,Iowa/IA,16
Mandarin,Very well,Adult,South Dakota/SD,16
Mandarin,Well,Senior,Minnesota/MN,16
Mandarin,Well,Youth,Montana/MT,16
Mandarin,Well,Youth,Nebraska/NE,16
Marathi,Not well,Adult,Georgia/GA,16
Marathi,Well,Youth,Indiana/IN,16
Marathi,Well,Youth,New York/NY,16
Marshallese,Not well,Adult,Colorado/CO,16
Marshallese,Not well,Adult,Florida/FL,16
Marshallese,Very well,Senior,Montana/MT,16
Min Nan Chinese,Very well,Adult,District of Columbia/DC,16
Min Nan Chinese,Very well,Senior,District of Columbia/DC,16
Min Nan Chinese,Well,Senior,Arkansas/AR,16
Mongolian,Not well,Youth,Virginia/VA,16
Navajo,Very well,Senior,South Dakota/SD,16
Nepali,Not at all,Adult,Nevada/NV,16
Nepali,Not well,Senior,Arizona/AZ,16
Nepali,Not well,Youth,Kentucky/KY,16
Nilo-Saharan languages,Not well,Adult,Florida/FL,16
Norwegian,Very well,Youth,Idaho/ID,16
Norwegian,Very well,Youth,West Virginia/WV,16
Norwegian,Well,Adult,Arkansas/AR,16
Norwegian,Well,Youth,Utah/UT,16
Ojibwa,Not well,Adult,Massachusetts/MA,16
Other Afro-Asiatic languages,Not well,Senior,Oregon/OR,16
Other and unspecified languages,Well,Senior,Virginia/VA,16
Other Bantu languages,Not at all,Adult,Maryland/MD,16
Other Bantu languages,Not at all,Senior,Texas/TX,16
Other Bantu languages,Not well,Adult,Indiana/IN,16
Other Bantu languages,Not well,Youth,Connecticut/CT,16
Other Bantu languages,Not well,Youth,South Carolina/SC,16
Other Bantu languages,Well,Senior,Kansas/KS,16
Other Central and South American languages,Not well,Senior,Tennessee/TN,16
Other Central and South American languages,Well,Senior,Texas/TX,16
Other Eastern Malayo-Polynesian languages,Very well,Youth,Louisiana/LA,16
Other Indo-European languages,Not well,Youth,Washington/WA,16
Other Indo-European languages,Very well,Adult,Iowa/IA,16
Other Indo-European languages,Very well,Youth,Nevada/NV,16
Other Indo-European languages,Well,Adult,Alaska/AK,16
Other Indo-European languages,Well,Adult,Indiana/IN,16
Other Indo-European languages,Well,Adult,Ohio/OH,16
Other Indo-Iranian languages,Very well,Adult,Iowa/IA,16
Other Indo-Iranian languages,Very well,Adult,Louisiana/LA,16
Other Indo-Iranian languages,Well,Youth,Ohio/OH,16
Other languages of Africa,Not at all,Adult,Missouri/MO,16
Other languages of Africa,Not at all,Senior,Georgia/GA,16
Other languages of Asia,Very well,Youth,Nevada/NV,16
Other Mande languages,Not well,Adult,Washington/WA,16
Other Mande languages,Very well,Senior,North Carolina/NC,16
Other Mande languages,Very well,Youth,Ohio/OH,16
Other Native North American languages,Not well,Adult,Missouri/MO,16
Other Native North American languages,Very well,Senior,Colorado/CO,16
Other Native North American languages,Very well,Youth,North Carolina/NC,16
Other Native North American languages,Very well,Youth,West Virginia/WV,16
Other Niger-Congo languages,Not at all,Adult,New Jersey/NJ,16
Other Niger-Congo languages,Very well,Senior,Illinois/IL,16
Other Niger-Congo languages,Very well,Youth,Ohio/OH,16
Other Philippine languages,Well,Adult,Missouri/MO,16
Pakistan N.E.C.,Not at all,Senior,New York/NY,16
Pashto,Not at all,Adult,Ohio/OH,16
Pashto,Very well,Adult,Rhode Island/RI,16
Pashto,Very well,Senior,Florida/FL,16
Pennsylvania German,Not well,Adult,Iowa/IA,16
Pennsylvania German,Not well,Youth,Virginia/VA,16
Pennsylvania German,Very well,Youth,Texas/TX,16
Polish,Not at all,Youth,New York/NY,16
Polish,Very well,Senior,North Dakota/ND,16
Polish,Well,Adult,Minnesota/MN,16
Polish,Well,Youth,Ohio/OH,16
Portuguese,Not at all,Adult,Louisiana/LA,16
Portuguese,Not at all,Senior,Missouri/MO,16
Portuguese,Not well,Senior,Louisiana/LA,16
Portuguese,Very well,Senior,North Dakota/ND,16
Romanian,Not at all,Senior,Pennsylvania/PA,16
Romanian,Well,Adult,Arkansas/AR,16
Romanian,Well,Senior,Utah/UT,16
Russian,Not at all,Youth,Arizona/AZ,16
Samoan,Well,Adult,Georgia/GA,16
Serbian,Not well,Senior,Delaware/DE,16
Serbian,Very well,Adult,Arkansas/AR,16
Serbocroatian,Not well,Senior,Illinois/IL,16
Serbocroatian,Well,Senior,Georgia/GA,16
Serbocroatian,Well,Senior,Kentucky/KY,16
Serbocroatian,Well,Senior,Maryland/MD,16
Serbocroatian,Well,Youth,Illinois/IL,16
Shona,Very well,Senior,Massachusetts/MA,16
Shona,Very well,Senior,Virginia/VA,16
Sinhala,Not at all,Adult,New Jersey/NJ,16
Sinhala,Very well,Adult,South Carolina/SC,16
Sinhala,Well,Senior,Oregon/OR,16
Sinhala,Well,Youth,Maryland/MD,16
Slovak,Very well,Senior,Utah/UT,16
Slovak,Well,Senior,Illinois/IL,16
Swahili,Very well,Senior,Nebraska/NE,16
Swahili,Well,Senior,Virginia/VA,16
Swedish,Not well,Youth,New York/NY,16
Swedish,Well,Senior,Kansas/KS,16
Swiss German,Very well,Adult,West Virginia/WV,16
Tagalog,Not at all,Adult,District of Columbia/DC,16
Tagalog,Not well,Adult,Mississippi/MS,16
Tagalog,Not well,Senior,Iowa/IA,16
Tagalog,Not well,Youth,Idaho/ID,16
Tagalog,Very well,Senior,South Dakota/SD,16
Tagalog,Well,Senior,West Virginia/WV,16
Tagalog,Well,Youth,Minnesota/MN,16
Tamil,Not well,Youth,Georgia/GA,16
Telugu,Not at all,Adult,Georgia/GA,16
Telugu,Not at all,Senior,Mississippi/MS,16
Telugu,Not at all,Senior,North Carolina/NC,16
Telugu,Not well,Senior,Arizona/AZ,16
Telugu,Not well,Senior,Oregon/OR,16
Telugu,Well,Senior,Kansas/KS,16
Telugu,Well,Youth,District of Columbia/DC,16
Thai,Not well,Youth,Mississippi/MS,16
Tibetan,Not well,Adult,Michigan/MI,16
Tibetan,Well,Adult,Texas/TX,16
Tigrinya,Not well,Adult,Iowa/IA,16
Tigrinya,Not well,Adult,Oklahoma/OK,16
Tigrinya,Well,Adult,Hawaii/HI,16
Tongan,Very well,Adult,New York/NY,16
Turkish,Not at all,Youth,California/CA,16
Turkish,Not well,Senior,Virginia/VA,16
Turkish,Very well,Senior,Montana/MT,16
Ukrainian,Not at all,Youth,Pennsylvania/PA,16
Ukrainian,Very well,Senior,Alabama/AL,16
Ukrainian,Very well,Senior,Kentucky/KY,16
Ukrainian,Very well,Senior,Oklahoma/OK,16
Ukrainian,Well,Youth,Iowa/IA,16
Urdu,Not well,Senior,Colorado/CO,16
Urdu,Very well,Senior,Kansas/KS,16
Urdu,Well,Senior,Nevada/NV,16
Uto-Aztecan languages,Very well,Senior,Montana/MT,16
Uto-Aztecan languages,Well,Adult,Oregon/OR,16
Uto-Aztecan languages,Well,Senior,California/CA,16
Vietnamese,Well,Senior,South Dakota/SD,16
Wolof,Not well,Youth,Michigan/MI,16
Yiddish,Not well,Senior,New Jersey/NJ,16
Yiddish,Well,Senior,Michigan/MI,16
Yoruba,Very well,Senior,Tennessee/TN,16
Yoruba,Very well,Youth,Nebraska/NE,16
Yoruba,Well,Senior,North Carolina/NC,16
Afrikaans,Very well,Senior,South Carolina/SC,15
Akan (incl. Twi),Very well,Adult,Mississippi/MS,15
Akan (incl. Twi),Well,Adult,Michigan/MI,15
Akan (incl. Twi),Well,Youth,Connecticut/CT,15
Albanian,Not well,Youth,Connecticut/CT,15
Albanian,Very well,Adult,Louisiana/LA,15
Albanian,Very well,Adult,Mississippi/MS,15
Albanian,Very well,Senior,Virginia/VA,15
Albanian,Well,Senior,District of Columbia/DC,15
Aleut languages,Very well,Adult,Tennessee/TN,15
Amharic,Very well,Senior,Louisiana/LA,15
Amharic,Very well,Senior,Rhode Island/RI,15
Amharic,Very well,Senior,Tennessee/TN,15
Amharic,Very well,Youth,Florida/FL,15
Amharic,Well,Adult,Delaware/DE,15
Apache languages,Very well,Adult,Maryland/MD,15
Apache languages,Well,Adult,Texas/TX,15
Arabic,Not well,Adult,Vermont/VT,15
Armenian,Not at all,Youth,Michigan/MI,15
Armenian,Not well,Adult,Maryland/MD,15
Armenian,Not well,Senior,Illinois/IL,15
Armenian,Not well,Senior,Louisiana/LA,15
Armenian,Well,Adult,Georgia/GA,15
Armenian,Well,Youth,Virginia/VA,15
Assyrian Neo-Aramaic,Not well,Adult,Georgia/GA,15
Assyrian Neo-Aramaic,Very well,Adult,Maryland/MD,15
Assyrian Neo-Aramaic,Very well,Senior,Arkansas/AR,15
Assyrian Neo-Aramaic,Well,Adult,New York/NY,15
Assyrian Neo-Aramaic,Well,Senior,Colorado/CO,15
Bengali,Not well,Senior,North Carolina/NC,15
Bengali,Not well,Youth,Delaware/DE,15
Bengali,Very well,Adult,North Dakota/ND,15
Bosnian,Not well,Senior,Nebraska/NE,15
Bosnian,Very well,Youth,Maryland/MD,15
Bosnian,Well,Youth,Illinois/IL,15
Bulgarian,Not well,Youth,Washington/WA,15
Burmese,Very well,Adult,Delaware/DE,15
Burmese,Very well,Adult,New Hampshire/NH,15
Cantonese,Not at all,Adult,Virginia/VA,15
Cantonese,Not well,Adult,District of Columbia/DC,15
Cebuano,Not well,Youth,New York/NY,15
Cebuano,Very well,Youth,South Carolina/SC,15
Cebuano,Well,Senior,Arizona/AZ,15
Cebuano,Well,Youth,Arizona/AZ,15
Chaldean Neo-Aramaic,Well,Adult,Nevada/NV,15
Chamorro,Not well,Adult,Ohio/OH,15
Chamorro,Not well,Adult,West Virginia/WV,15
Chamorro,Not well,Senior,New Mexico/NM,15
Chamorro,Very well,Adult,Mississippi/MS,15
Chamorro,Very well,Adult,Wyoming/WY,15
Cherokee,Very well,Youth,Michigan/MI,15
Cherokee,Well,Adult,North Carolina/NC,15
Chin languages,Well,Adult,South Carolina/SC,15
Chinese,Not at all,Youth,Illinois/IL,15
Chuukese,Very well,Adult,North Carolina/NC,15
Croatian,Very well,Senior,New Hampshire/NH,15
Croatian,Very well,Youth,New Hampshire/NH,15
Czech,Not well,Senior,California/CA,15
Czech,Not well,Youth,Colorado/CO,15
Czech,Very well,Adult,Delaware/DE,15
Czech,Very well,Senior,Alaska/AK,15
Czech,Very well,Senior,Maine/ME,15
Czech,Well,Adult,Idaho/ID,15
Czech,Well,Senior,Wisconsin/WI,15
Danish,Well,Senior,Indiana/IN,15
Dari,Not at all,Adult,Nevada/NV,15
Dari,Not well,Adult,Colorado/CO,15
Dari,Not well,Adult,Florida/FL,15
Dari,Very well,Adult,District of Columbia/DC,15
Dari,Very well,Adult,Illinois/IL,15
Dari,Well,Adult,Maine/ME,15
Dari,Well,Youth,Utah/UT,15
Dutch,Not at all,Youth,Florida/FL,15
Dutch,Not well,Senior,Minnesota/MN,15
Dutch,Not well,Youth,Massachusetts/MA,15
Edoid languages,Very well,Senior,Virginia/VA,15
Edoid languages,Very well,Youth,Virginia/VA,15
Farsi,Very well,Senior,Wisconsin/WI,15
Filipino,Not at all,Senior,Virginia/VA,15
Filipino,Very well,Youth,Montana/MT,15
Filipino,Well,Senior,West Virginia/WV,15
Finnish,Not at all,Adult,Texas/TX,15
Finnish,Not well,Adult,Florida/FL,15
Finnish,Very well,Adult,Kentucky/KY,15
Finnish,Very well,Senior,Hawaii/HI,15
Finnish,Well,Youth,Missouri/MO,15
Fulah,Very well,Youth,California/CA,15
Fulah,Well,Youth,Washington/WA,15
Ga,Well,Youth,Connecticut/CT,15
Gbe languages,Very well,Senior,Virginia/VA,15
Gbe languages,Well,Senior,California/CA,15
German,Not at all,Senior,Pennsylvania/PA,15
German,Not at all,Youth,Oklahoma/OK,15
Greek,Not well,Adult,Washington/WA,15
Greek,Very well,Senior,Oklahoma/OK,15
Greek,Very well,Youth,New Mexico/NM,15
Greek,Well,Youth,Delaware/DE,15
Gujarati,Not at all,Senior,Louisiana/LA,15
Gujarati,Not well,Senior,Utah/UT,15
Haitian,Very well,Senior,Washington/WA,15
Hawaiian,Not well,Adult,Georgia/GA,15
Hawaiian,Not well,Adult,New York/NY,15
Hawaiian,Well,Adult,Oklahoma/OK,15
Hebrew,Not well,Senior,New Mexico/NM,15
Hebrew,Not well,Youth,Maryland/MD,15
Hebrew,Very well,Youth,Tennessee/TN,15
Hebrew,Well,Adult,Hawaii/HI,15
Hebrew,Well,Youth,Maryland/MD,15
Hindi,Not at all,Senior,Delaware/DE,15
Hindi,Very well,Youth,Montana/MT,15
Hindi,Well,Adult,South Dakota/SD,15
Hindi,Well,Youth,Kansas/KS,15
Hungarian,Not well,Adult,Virginia/VA,15
Igbo,Very well,Adult,West Virginia/WV,15
Igbo,Very well,Senior,Missouri/MO,15
Igbo,Well,Senior,Ohio/OH,15
Ilocano,Not well,Senior,New York/NY,15
Ilocano,Very well,Senior,Arizona/AZ,15
India N.E.C.,Very well,Adult,New Mexico/NM,15
Indonesian,Not at all,Adult,Arizona/AZ,15
Indonesian,Not at all,Senior,Colorado/CO,15
Indonesian,Very well,Adult,Mississippi/MS,15
Indonesian,Well,Senior,Nebraska/NE,15
Indonesian,Well,Youth,Illinois/IL,15
Irish,Not at all,Adult,California/CA,15
Irish,Not at all,Youth,New York/NY,15
Irish,Well,Senior,Michigan/MI,15
Italian,Not at all,Adult,Connecticut/CT,15
Italian,Not well,Senior,Mississippi/MS,15
Italian,Not well,Youth,Illinois/IL,15
Iu Mien,Very well,Adult,Minnesota/MN,15
Jamaican Creole English,Very well,Senior,Michigan/MI,15
Japanese,Not at all,Senior,Nevada/NV,15
Japanese,Not at all,Youth,Connecticut/CT,15
Japanese,Very well,Senior,Rhode Island/RI,15
Kabuverdianu,Very well,Senior,Maryland/MD,15
Kannada,Well,Youth,New York/NY,15
Kannada,Well,Youth,Oregon/OR,15
Karen languages,Not well,Adult,Pennsylvania/PA,15
Karen languages,Not well,Adult,Virginia/VA,15
Karen languages,Not well,Senior,Wisconsin/WI,15
Keres,Well,Senior,Arizona/AZ,15
Khmer,Not at all,Adult,Arizona/AZ,15
Khmer,Not well,Adult,Delaware/DE,15
Khmer,Not well,Adult,Idaho/ID,15
Khmer,Well,Senior,Alabama/AL,15
Khmer,Well,Youth,Arizona/AZ,15
Konkani,Not well,Youth,Pennsylvania/PA,15
Konkani,Very well,Youth,Alabama/AL,15
Konkani,Well,Adult,Illinois/IL,15
Konkani,Well,Senior,District of Columbia/DC,15
Korean,Not well,Senior,Maine/ME,15
Korean,Not well,Youth,Tennessee/TN,15
Korean,Very well,Senior,Iowa/IA,15
Korean,Very well,Youth,District of Columbia/DC,15
Kurdish,Very well,Adult,Nevada/NV,15
Kurdish,Very well,Adult,Wisconsin/WI,15
Kurdish,Very well,Senior,Maryland/MD,15
Lao,Very well,Senior,Maryland/MD,15
Latvian,Very well,Senior,Delaware/DE,15
Latvian,Very well,Senior,North Carolina/NC,15
Latvian,Well,Senior,Michigan/MI,15
Lithuanian,Not at all,Senior,Ohio/OH,15
Lithuanian,Not well,Adult,Arizona/AZ,15
Lithuanian,Not well,Senior,Pennsylvania/PA,15
Lithuanian,Very well,Youth,Maryland/MD,15
Lithuanian,Well,Adult,South Carolina/SC,15
Lithuanian,Well,Senior,Pennsylvania/PA,15
Macedonian,Not well,Adult,Oregon/OR,15
Macedonian,Well,Adult,California/CA,15
Malay,Very well,Senior,Wyoming/WY,15
Malayalam,Not at all,Adult,Florida/FL,15
Malayalam,Well,Adult,Maine/ME,15
Mandarin,Not at all,Adult,North Carolina/NC,15
Mandarin,Not at all,Senior,Delaware/DE,15
Manding languages,Very well,Youth,Tennessee/TN,15
Manding languages,Well,Youth,Missouri/MO,15
Marathi,Not at all,Adult,New York/NY,15
Marathi,Not well,Senior,Virginia/VA,15
Marathi,Not well,Youth,Virginia/VA,15
Min Nan Chinese,Not well,Senior,North Dakota/ND,15
Min Nan Chinese,Not well,Senior,Oregon/OR,15
Mongolian,Well,Adult,Iowa/IA,15
Navajo,Very well,Youth,California/CA,15
Navajo,Well,Adult,Washington/WA,15
Nepali,Very well,Adult,Maine/ME,15
Nepali,Very well,Senior,Oregon/OR,15
Nepali,Well,Senior,Nebraska/NE,15
Nilo-Saharan languages,Very well,Senior,California/CA,15
Nilo-Saharan languages,Very well,Youth,Maryland/MD,15
Norwegian,Very well,Adult,Maine/ME,15
Norwegian,Very well,Adult,West Virginia/WV,15
Norwegian,Very well,Senior,Hawaii/HI,15
Norwegian,Very well,Youth,Arizona/AZ,15
Oromo,Not well,Adult,Virginia/VA,15
Oromo,Very well,Youth,Virginia/VA,15
Oromo,Well,Youth,Washington/WA,15
Other Afro-Asiatic languages,Not at all,Adult,Kentucky/KY,15
Other Afro-Asiatic languages,Not at all,Senior,Utah/UT,15
Other Afro-Asiatic languages,Very well,Youth,Kansas/KS,15
Other Afro-Asiatic languages,Well,Senior,Georgia/GA,15
Other Afro-Asiatic languages,Well,Senior,Illinois/IL,15
Other and unspecified languages,Not well,Adult,Wisconsin/WI,15
Other and unspecified languages,Very well,Adult,Nebraska/NE,15
Other and unspecified languages,Very well,Youth,South Dakota/SD,15
Other and unspecified languages,Well,Senior,Alaska/AK,15
Other Bantu languages,Not well,Adult,Washington/WA,15
Other Bantu languages,Not well,Senior,Delaware/DE,15
Other Central and South American languages,Not at all,Senior,Illinois/IL,15
Other Central and South American languages,Not well,Senior,New York/NY,15
Other Central and South American languages,Very well,Youth,Nevada/NV,15
Other Eastern Malayo-Polynesian languages,Very well,Adult,Montana/MT,15
Other English-based Creole languages,Not at all,Adult,New Jersey/NJ,15
Other English-based Creole languages,Not well,Senior,Louisiana/LA,15
Other English-based Creole languages,Well,Senior,Washington/WA,15
Other Indo-European languages,Very well,Senior,Indiana/IN,15
Other Indo-European languages,Well,Youth,Tennessee/TN,15
Other Indo-Iranian languages,Not well,Adult,Nevada/NV,15
Other Indo-Iranian languages,Very well,Senior,Alabama/AL,15
Other Indo-Iranian languages,Very well,Senior,Rhode Island/RI,15
Other Indo-Iranian languages,Well,Adult,Missouri/MO,15
Other languages of Africa,Well,Senior,Michigan/MI,15
Other languages of Asia,Not well,Senior,Texas/TX,15
Other languages of Asia,Not well,Youth,Maryland/MD,15
Other languages of Asia,Well,Adult,Alabama/AL,15
Other languages of Asia,Well,Senior,Arizona/AZ,15
Other Mande languages,Not at all,Senior,Pennsylvania/PA,15
Other Mande languages,Very well,Senior,Pennsylvania/PA,15
Other Mande languages,Well,Adult,Delaware/DE,15
Other Mande languages,Well,Senior,California/CA,15
Other Native North American languages,Not well,Senior,Maine/ME,15
Other Native North American languages,Well,Youth,Wisconsin/WI,15
Other Niger-Congo languages,Very well,Senior,Kentucky/KY,15
Other Niger-Congo languages,Well,Adult,Utah/UT,15
Other Niger-Congo languages,Well,Senior,Ohio/OH,15
Other Philippine languages,Well,Adult,Tennessee/TN,15
Other Philippine languages,Well,Senior,Connecticut/CT,15
Other Philippine languages,Well,Senior,Oregon/OR,15
Pakistan N.E.C.,Very well,Adult,Arkansas/AR,15
Pakistan N.E.C.,Well,Adult,Washington/WA,15
