"household_language","speak_english","age_group","state","speakers","total_speakers_of_language_in_us","percentage_speakers_in_state","state_pop_of_non_english_households","percent_state_pop_speaking_language","state_abbreviation"
"Spanish","Very well","Youth","Connecticut",64475,41244779,0.156322816034485,761163,8.47059039916549,"CT"
"Spanish","Not well","Adult","Colorado",64267,41244779,0.155818509780353,879388,7.3081506684194,"CO"
"Spanish","Very well","Adult","Missouri",64248,41244779,0.155772443343678,358897,17.9015149193223,"MO"
"Italian","Very well","Adult","New York",64189,548085,11.7115046023883,5795855,1.10749837599457,"NY"
"Spanish","Very well","Youth","Utah",64150,41244779,0.155534837512404,458522,13.9906045947632,"UT"
"Spanish","Well","Youth","New York",64029,41244779,0.155241467047259,5795855,1.10473778243245,"NY"
"Arabic","Very well","Adult","Michigan",63405,1335142,4.74893307228744,945842,6.7035509101943,"MI"
"Punjabi","Very well","Adult","California",62932,318233,19.775447549437,16380757,0.384182489246376,"CA"
"Portuguese","Very well","Adult","Florida",62667,855113,7.32850512154534,6032018,1.03890605100979,"FL"
"Spanish","Not at all","Senior","New York",61089,41244779,0.148113292109045,5795855,1.05401187572843,"NY"
"Mandarin","Well","Adult","California",61087,739644,8.25897323577289,16380757,0.372919273510986,"CA"
"Spanish","Not at all","Adult","Illinois",61015,41244779,0.14793387546094,2824136,2.16048377273616,"IL"
"Spanish","Very well","Youth","Indiana",60856,41244779,0.147548372122445,569820,10.6798638166439,"IN"
"Spanish","Very well","Youth","Oklahoma",59749,41244779,0.14486439604877,389516,15.3392928660183,"OK"
"Filipino","Very well","Adult","California",59442,405949,14.6427260567214,16380757,0.36287700257076,"CA"
"Spanish","Well","Adult","Connecticut",59189,41244779,0.143506648441491,761163,7.77612679544329,"CT"
"Hindi","Very well","Adult","New Jersey",56941,871964,6.53020078810593,2786732,2.04328941570269,"NJ"
"Hindi","Very well","Adult","Texas",56685,871964,6.50084177787156,9497841,0.596819845689141,"TX"
"Spanish","Very well","Adult","Idaho",55803,41244779,0.135297124516051,183236,30.4541683948569,"ID"
"Spanish","Very well","Adult","Louisiana",55465,41244779,0.134477626853086,332871,16.6626110415146,"LA"
"Spanish","Very well","Youth","Tennessee",53702,41244779,0.130203146439456,480403,11.1785313580473,"TN"
"Spanish","Very well","Adult","Arkansas",53408,41244779,0.129490328945635,218164,24.4806659210502,"AR"
"German","Very well","Adult","California",53082,860426,6.16926964085232,16380757,0.324050958084538,"CA"
"Yiddish","Very well","Adult","New York",53042,192951,27.4898808505786,5795855,0.915171273263393,"NY"
"Tagalog","Well","Senior","California",52616,1318650,3.99014143252569,16380757,0.321206156711805,"CA"
"Spanish","Very well","Youth","Michigan",51919,41244779,0.125880175039852,945842,5.48918318281489,"MI"
"Spanish","Very well","Adult","Rhode Island",51842,41244779,0.125693484743851,232745,22.2741627102623,"RI"
"Spanish","Not well","Adult","Connecticut",51359,41244779,0.124522427432573,761163,6.74743780241551,"CT"
"Arabic","Very well","Adult","Texas",51114,1335142,3.82835683395474,9497841,0.538164410206488,"TX"
"Spanish","Very well","Adult","Alabama",50810,41244779,0.12319134986758,249939,20.328960266305,"AL"
"Vietnamese","Very well","Youth","California",50661,1529274,3.312748402183,16380757,0.309271421339075,"CA"
"Spanish","Very well","Youth","Wisconsin",50480,41244779,0.122391248599005,477942,10.5619510317151,"WI"
"Chinese","Very well","Youth","California",50029,2112607,2.36811673917581,16380757,0.305413235786356,"CA"
"Japanese","Very well","Adult","California",49613,459627,10.7941874607018,16380757,0.302873670612414,"CA"
"Spanish","Not at all","Adult","Georgia",49308,41244779,0.119549676820914,1423123,3.46477430271312,"GA"
"Spanish","Very well","Adult","Nebraska",48986,41244779,0.118768971946728,219892,22.2772997653393,"NE"
"Portuguese","Very well","Adult","California",48808,855113,5.7077836496463,16380757,0.297959367811878,"CA"
"Vietnamese","Well","Adult","Texas",48025,1529274,3.14037902952643,9497841,0.505641229412032,"TX"
"French","Very well","Adult","Florida",47507,1199488,3.96060652545086,6032018,0.7875805410395,"FL"
"Spanish","Not at all","Adult","North Carolina",47341,41244779,0.114780588350346,1177461,4.02060025767308,"NC"
"Chinese","Very well","Adult","Texas",47093,2112607,2.22914152987281,9497841,0.495828473018236,"TX"
"Arabic","Very well","Adult","New York",46933,1335142,3.51520662221696,5795855,0.809768360319573,"NY"
"Korean","Not well","Adult","California",46850,1090236,4.29723472715999,16380757,0.286006318267221,"CA"
"Spanish","Very well","Adult","Iowa",46733,41244779,0.113306462376729,255627,18.2817151552848,"IA"
"Navajo","Very well","Adult","Arizona",46537,160697,28.9594703074731,1786775,2.60452491220215,"AZ"
"Spanish","Very well","Senior","New Jersey",45804,41244779,0.111054056078225,2786732,1.64364567529278,"NJ"
"Vietnamese","Not well","Senior","California",45727,1529274,2.99011164774919,16380757,0.279150713242373,"CA"
"Spanish","Very well","Youth","Kansas",45516,41244779,0.110355785880196,323775,14.0579105860551,"KS"
"Telugu","Very well","Adult","California",45239,434786,10.404888841867,16380757,0.276171607942173,"CA"
"Spanish","Well","Adult","Indiana",45195,41244779,0.109577505555309,569820,7.93145203748552,"IN"
"Urdu","Very well","Adult","Texas",45035,514050,8.76082093181597,9497841,0.474160390766702,"TX"
"Bengali","Very well","Adult","New York",45020,375910,11.9762709159107,5795855,0.776762013542437,"NY"
"Spanish","Not well","Adult","Tennessee",44354,41244779,0.107538459595092,480403,9.23266507494749,"TN"
"Spanish","Well","Adult","New Mexico",44333,41244779,0.107487544059819,657588,6.7417592778457,"NM"
"Spanish","Well","Youth","Illinois",44319,41244779,0.107453600369637,2824136,1.56929411331466,"IL"
"Spanish","Very well","Youth","Ohio",43963,41244779,0.106590460819295,822102,5.34763326205264,"OH"
"Spanish","Very well","Youth","Minnesota",43959,41244779,0.106580762622101,639463,6.87436176917195,"MN"
"Russian","Well","Adult","New York",43118,988947,4.35999098030531,5795855,0.743945457572696,"NY"
"Spanish","Very well","Youth","South Carolina",43014,41244779,0.104289563534817,359029,11.9806478028237,"SC"
"Spanish","Very well","Adult","Kentucky",42916,41244779,0.104051957703544,247638,17.3301351165815,"KY"
"Spanish","Not well","Adult","Oregon",42837,41244779,0.103860418308945,616044,6.95356175857569,"OR"
"Spanish","Well","Adult","Oregon",42736,41244779,0.103615538829775,616044,6.93716682574621,"OR"
"Spanish","Very well","Senior","Illinois",41876,41244779,0.101530426432883,2824136,1.48278978066212,"IL"
"French","Very well","Adult","Texas",41807,1199488,3.48540377227617,9497841,0.440173719480038,"TX"
"Tamil","Very well","Adult","California",40660,305433,13.3122485127671,16380757,0.248218076856888,"CA"
"Spanish","Not at all","Adult","Massachusetts",40081,41244779,0.0971783604416937,1616535,2.47943904709765,"MA"
"Spanish","Not well","Senior","New Jersey",40004,41244779,0.0969916701456929,2786732,1.43551658358249,"NJ"
"Haitian","Not well","Adult","Florida",39691,890380,4.45775960825715,6032018,0.658005330885949,"FL"
"Spanish","Well","Adult","Tennessee",39466,41244779,0.0956872626229856,480403,8.21518600008743,"TN"
"Cantonese","Well","Adult","California",39418,543329,7.2549044869683,16380757,0.240636009678918,"CA"
"Gujarati","Very well","Adult","New Jersey",39078,438103,8.91982022492428,2786732,1.40228769756116,"NJ"
"Chinese","Not well","Senior","California",38948,2112607,1.84359892777029,16380757,0.237766789410282,"CA"
"Haitian","Very well","Adult","Massachusetts",38608,890380,4.33612614838608,1616535,2.38831822385534,"MA"
"Portuguese","Very well","Adult","New Jersey",38589,855113,4.51273691313312,2786732,1.38474026207041,"NJ"
"Spanish","Well","Adult","Utah",38181,41244779,0.0925717167741401,458522,8.32697231539599,"UT"
"Mandarin","Not well","Adult","California",37796,739644,5.11002590435399,16380757,0.230734147390136,"CA"
"Spanish","Well","Adult","Oklahoma",37488,41244779,0.0908915041101323,389516,9.62425163536286,"OK"
"Telugu","Very well","Adult","Texas",37243,434786,8.56582318657914,9497841,0.392120693534457,"TX"
"Navajo","Very well","Adult","New Mexico",37011,160697,23.0315438371594,657588,5.62829613679082,"NM"
"Vietnamese","Not well","Adult","Texas",36911,1529274,2.41362895073087,9497841,0.388625162286882,"TX"
