"household_language","state","speakers","total_speakers_by_language","percent_speakers","total_speakers_by_state","percent_speakers_by_state"
"Ilocano","Alabama",52,133386,0.04,4273154,0
"Ilocano","Alaska",429,133386,0.32,643509,0.07
"Ilocano","Arizona",240,133386,0.18,6481034,0
"Ilocano","Arkansas",16,133386,0.01,2656747,0
"Ilocano","California",31128,133386,23.34,34885769,0.09
"Ilocano","Colorado",306,133386,0.23,5205618,0.01
"Ilocano","Connecticut",22,133386,0.02,3243543,0
"Ilocano","Delaware",0,133386,0,868386,0
"Ilocano","District of Columbia",0,133386,0,586792,0
"Ilocano","Florida",634,133386,0.48,18666465,0
"Ilocano","Georgia",447,133386,0.34,9270184,0
"Ilocano","Hawaii",84463,133386,63.32,1268826,6.66
"Ilocano","Idaho",7,133386,0.01,1608055,0
"Ilocano","Illinois",1188,133386,0.89,11513071,0.01
"Ilocano","Indiana",0,133386,0,6051758,0
"Ilocano","Iowa",36,133386,0.03,2869061,0
"Ilocano","Kansas",0,133386,0,2631827,0
"Ilocano","Kentucky",12,133386,0.01,3999146,0
"Ilocano","Louisiana",8,133386,0.01,3954844,0
"Ilocano","Maine",0,133386,0,1231579,0
"Ilocano","Maryland",74,133386,0.06,5533146,0
"Ilocano","Massachusetts",70,133386,0.05,6355905,0
"Ilocano","Michigan",261,133386,0.2,9080289,0
"Ilocano","Minnesota",198,133386,0.15,5150715,0
"Ilocano","Mississippi",0,133386,0,2541044,0
"Ilocano","Missouri",66,133386,0.05,5508462,0
"Ilocano","Montana",108,133386,0.08,952635,0.01
"Ilocano","Nebraska",0,133386,0,1776556,0
"Ilocano","Nevada",3485,133386,2.61,2744626,0.13
"Ilocano","New Hampshire",0,133386,0,1234766,0
"Ilocano","New Jersey",549,133386,0.41,8410259,0.01
"Ilocano","New Mexico",127,133386,0.1,1800441,0.01
"Ilocano","New York",1304,133386,0.98,17870301,0.01
"Ilocano","North Carolina",267,133386,0.2,9147135,0
"Ilocano","North Dakota",306,133386,0.23,691239,0.04
"Ilocano","Ohio",136,133386,0.1,10674943,0
"Ilocano","Oklahoma",0,133386,0,3496942,0
"Ilocano","Oregon",432,133386,0.32,3856566,0.01
"Ilocano","Pennsylvania",30,133386,0.02,11689113,0
"Ilocano","Rhode Island",0,133386,0,966639,0
"Ilocano","South Carolina",61,133386,0.05,4451500,0
"Ilocano","South Dakota",0,133386,0,780990,0
"Ilocano","Tennessee",0,133386,0,6096043,0
"Ilocano","Texas",544,133386,0.41,25732230,0
"Ilocano","Utah",123,133386,0.09,2890269,0
"Ilocano","Vermont",20,133386,0.01,563783,0
"Ilocano","Virginia",610,133386,0.46,7632032,0.01
"Ilocano","Washington",5359,133386,4.02,6985060,0.08
"Ilocano","West Virginia",0,133386,0,1562854,0
"Ilocano","Wisconsin",200,133386,0.15,5356572,0
"Ilocano","Wyoming",68,133386,0.05,516070,0.01
"Other Philippine languages","Alabama",0,26462,0,4273154,0
"Other Philippine languages","Alaska",110,26462,0.42,643509,0.02
"Other Philippine languages","Arizona",809,26462,3.06,6481034,0.01
"Other Philippine languages","Arkansas",0,26462,0,2656747,0
"Other Philippine languages","California",11226,26462,42.42,34885769,0.03
"Other Philippine languages","Colorado",599,26462,2.26,5205618,0.01
"Other Philippine languages","Connecticut",88,26462,0.33,3243543,0
"Other Philippine languages","Delaware",32,26462,0.12,868386,0
"Other Philippine languages","District of Columbia",0,26462,0,586792,0
"Other Philippine languages","Florida",230,26462,0.87,18666465,0
"Other Philippine languages","Georgia",175,26462,0.66,9270184,0
"Other Philippine languages","Hawaii",907,26462,3.43,1268826,0.07
"Other Philippine languages","Idaho",0,26462,0,1608055,0
"Other Philippine languages","Illinois",1571,26462,5.94,11513071,0.01
"Other Philippine languages","Indiana",390,26462,1.47,6051758,0.01
"Other Philippine languages","Iowa",50,26462,0.19,2869061,0
"Other Philippine languages","Kansas",122,26462,0.46,2631827,0
"Other Philippine languages","Kentucky",242,26462,0.91,3999146,0.01
"Other Philippine languages","Louisiana",0,26462,0,3954844,0
"Other Philippine languages","Maine",14,26462,0.05,1231579,0
"Other Philippine languages","Maryland",468,26462,1.77,5533146,0.01
"Other Philippine languages","Massachusetts",0,26462,0,6355905,0
"Other Philippine languages","Michigan",695,26462,2.63,9080289,0.01
"Other Philippine languages","Minnesota",8,26462,0.03,5150715,0
"Other Philippine languages","Mississippi",81,26462,0.31,2541044,0
"Other Philippine languages","Missouri",206,26462,0.78,5508462,0
"Other Philippine languages","Montana",0,26462,0,952635,0
"Other Philippine languages","Nebraska",259,26462,0.98,1776556,0.01
"Other Philippine languages","Nevada",1816,26462,6.86,2744626,0.07
"Other Philippine languages","New Hampshire",0,26462,0,1234766,0
"Other Philippine languages","New Jersey",1947,26462,7.36,8410259,0.02
"Other Philippine languages","New Mexico",12,26462,0.05,1800441,0
"Other Philippine languages","New York",580,26462,2.19,17870301,0
"Other Philippine languages","North Carolina",34,26462,0.13,9147135,0
"Other Philippine languages","North Dakota",0,26462,0,691239,0
"Other Philippine languages","Ohio",162,26462,0.61,10674943,0
"Other Philippine languages","Oklahoma",3,26462,0.01,3496942,0
"Other Philippine languages","Oregon",308,26462,1.16,3856566,0.01
"Other Philippine languages","Pennsylvania",240,26462,0.91,11689113,0
"Other Philippine languages","Rhode Island",0,26462,0,966639,0
"Other Philippine languages","South Carolina",85,26462,0.32,4451500,0
"Other Philippine languages","South Dakota",38,26462,0.14,780990,0
"Other Philippine languages","Tennessee",38,26462,0.14,6096043,0
"Other Philippine languages","Texas",1044,26462,3.95,25732230,0
"Other Philippine languages","Utah",181,26462,0.68,2890269,0.01
"Other Philippine languages","Vermont",0,26462,0,563783,0
"Other Philippine languages","Virginia",928,26462,3.51,7632032,0.01
"Other Philippine languages","Washington",598,26462,2.26,6985060,0.01
"Other Philippine languages","West Virginia",0,26462,0,1562854,0
"Other Philippine languages","Wisconsin",140,26462,0.53,5356572,0
"Other Philippine languages","Wyoming",26,26462,0.1,516070,0.01
"Chamorro","Alabama",33,35699,0.09,4273154,0
"Chamorro","Alaska",673,35699,1.89,643509,0.1
"Chamorro","Arizona",2143,35699,6,6481034,0.03
"Chamorro","Arkansas",2,35699,0.01,2656747,0
"Chamorro","California",5975,35699,16.74,34885769,0.02
"Chamorro","Colorado",1601,35699,4.48,5205618,0.03
"Chamorro","Connecticut",56,35699,0.16,3243543,0
"Chamorro","Delaware",0,35699,0,868386,0
"Chamorro","District of Columbia",36,35699,0.1,586792,0.01
"Chamorro","Florida",1082,35699,3.03,18666465,0.01
"Chamorro","Georgia",802,35699,2.25,9270184,0.01
"Chamorro","Hawaii",1299,35699,3.64,1268826,0.1
"Chamorro","Idaho",210,35699,0.59,1608055,0.01
"Chamorro","Illinois",264,35699,0.74,11513071,0
"Chamorro","Indiana",79,35699,0.22,6051758,0
"Chamorro","Iowa",56,35699,0.16,2869061,0
"Chamorro","Kansas",264,35699,0.74,2631827,0.01
"Chamorro","Kentucky",214,35699,0.6,3999146,0.01
"Chamorro","Louisiana",102,35699,0.29,3954844,0
"Chamorro","Maine",9,35699,0.03,1231579,0
"Chamorro","Maryland",368,35699,1.03,5533146,0.01
"Chamorro","Massachusetts",325,35699,0.91,6355905,0.01
"Chamorro","Michigan",330,35699,0.92,9080289,0
"Chamorro","Minnesota",116,35699,0.32,5150715,0
"Chamorro","Mississippi",54,35699,0.15,2541044,0
"Chamorro","Missouri",229,35699,0.64,5508462,0
"Chamorro","Montana",0,35699,0,952635,0
"Chamorro","Nebraska",844,35699,2.36,1776556,0.05
"Chamorro","Nevada",1845,35699,5.17,2744626,0.07
"Chamorro","New Hampshire",0,35699,0,1234766,0
"Chamorro","New Jersey",216,35699,0.61,8410259,0
"Chamorro","New Mexico",179,35699,0.5,1800441,0.01
"Chamorro","New York",144,35699,0.4,17870301,0
"Chamorro","North Carolina",621,35699,1.74,9147135,0.01
"Chamorro","North Dakota",0,35699,0,691239,0
"Chamorro","Ohio",501,35699,1.4,10674943,0
"Chamorro","Oklahoma",356,35699,1,3496942,0.01
"Chamorro","Oregon",895,35699,2.51,3856566,0.02
"Chamorro","Pennsylvania",452,35699,1.27,11689113,0
"Chamorro","Rhode Island",0,35699,0,966639,0
"Chamorro","South Carolina",376,35699,1.05,4451500,0.01
"Chamorro","South Dakota",240,35699,0.67,780990,0.03
"Chamorro","Tennessee",372,35699,1.04,6096043,0.01
"Chamorro","Texas",3163,35699,8.86,25732230,0.01
"Chamorro","Utah",590,35699,1.65,2890269,0.02
"Chamorro","Vermont",0,35699,0,563783,0
"Chamorro","Virginia",558,35699,1.56,7632032,0.01
"Chamorro","Washington",7605,35699,21.3,6985060,0.11
"Chamorro","West Virginia",98,35699,0.27,1562854,0.01
"Chamorro","Wisconsin",306,35699,0.86,5356572,0.01
"Chamorro","Wyoming",16,35699,0.04,516070,0
"Marshallese","Alabama",0,32140,0,4273154,0
"Marshallese","Alaska",0,32140,0,643509,0
"Marshallese","Arizona",799,32140,2.49,6481034,0.01
"Marshallese","Arkansas",8947,32140,27.84,2656747,0.34
"Marshallese","California",2478,32140,7.71,34885769,0.01
"Marshallese","Colorado",360,32140,1.12,5205618,0.01
"Marshallese","Connecticut",8,32140,0.02,3243543,0
"Marshallese","Delaware",0,32140,0,868386,0
"Marshallese","District of Columbia",0,32140,0,586792,0
"Marshallese","Florida",273,32140,0.85,18666465,0
"Marshallese","Georgia",0,32140,0,9270184,0
"Marshallese","Hawaii",8521,32140,26.51,1268826,0.67
"Marshallese","Idaho",0,32140,0,1608055,0
"Marshallese","Illinois",0,32140,0,11513071,0
"Marshallese","Indiana",87,32140,0.27,6051758,0
"Marshallese","Iowa",1337,32140,4.16,2869061,0.05
"Marshallese","Kansas",156,32140,0.49,2631827,0.01
"Marshallese","Kentucky",0,32140,0,3999146,0
"Marshallese","Louisiana",45,32140,0.14,3954844,0
"Marshallese","Maine",0,32140,0,1231579,0
"Marshallese","Maryland",24,32140,0.07,5533146,0
"Marshallese","Massachusetts",0,32140,0,6355905,0
"Marshallese","Michigan",70,32140,0.22,9080289,0
"Marshallese","Minnesota",0,32140,0,5150715,0
"Marshallese","Mississippi",65,32140,0.2,2541044,0
"Marshallese","Missouri",140,32140,0.44,5508462,0
"Marshallese","Montana",18,32140,0.06,952635,0
"Marshallese","Nebraska",0,32140,0,1776556,0
"Marshallese","Nevada",142,32140,0.44,2744626,0.01
"Marshallese","New Hampshire",0,32140,0,1234766,0
"Marshallese","New Jersey",20,32140,0.06,8410259,0
"Marshallese","New Mexico",0,32140,0,1800441,0
"Marshallese","New York",80,32140,0.25,17870301,0
"Marshallese","North Carolina",52,32140,0.16,9147135,0
"Marshallese","North Dakota",0,32140,0,691239,0
"Marshallese","Ohio",206,32140,0.64,10674943,0
"Marshallese","Oklahoma",628,32140,1.95,3496942,0.02
"Marshallese","Oregon",2011,32140,6.26,3856566,0.05
"Marshallese","Pennsylvania",36,32140,0.11,11689113,0
"Marshallese","Rhode Island",0,32140,0,966639,0
"Marshallese","South Carolina",0,32140,0,4451500,0
"Marshallese","South Dakota",0,32140,0,780990,0
"Marshallese","Tennessee",76,32140,0.24,6096043,0
"Marshallese","Texas",203,32140,0.63,25732230,0
"Marshallese","Utah",721,32140,2.24,2890269,0.02
"Marshallese","Vermont",0,32140,0,563783,0
"Marshallese","Virginia",0,32140,0,7632032,0
"Marshallese","Washington",4460,32140,13.88,6985060,0.06
"Marshallese","West Virginia",0,32140,0,1562854,0
"Marshallese","Wisconsin",174,32140,0.54,5356572,0
"Marshallese","Wyoming",3,32140,0.01,516070,0
"Chuukese","Alabama",0,15674,0,4273154,0
"Chuukese","Alaska",0,15674,0,643509,0
"Chuukese","Arizona",127,15674,0.81,6481034,0
"Chuukese","Arkansas",124,15674,0.79,2656747,0
"Chuukese","California",574,15674,3.66,34885769,0
"Chuukese","Colorado",327,15674,2.09,5205618,0.01
"Chuukese","Connecticut",0,15674,0,3243543,0
"Chuukese","Delaware",0,15674,0,868386,0
"Chuukese","District of Columbia",0,15674,0,586792,0
"Chuukese","Florida",99,15674,0.63,18666465,0
"Chuukese","Georgia",0,15674,0,9270184,0
"Chuukese","Hawaii",9127,15674,58.23,1268826,0.72
"Chuukese","Idaho",0,15674,0,1608055,0
"Chuukese","Illinois",0,15674,0,11513071,0
"Chuukese","Indiana",0,15674,0,6051758,0
"Chuukese","Iowa",128,15674,0.82,2869061,0
"Chuukese","Kansas",644,15674,4.11,2631827,0.02
"Chuukese","Kentucky",0,15674,0,3999146,0
"Chuukese","Louisiana",0,15674,0,3954844,0
"Chuukese","Maine",0,15674,0,1231579,0
"Chuukese","Maryland",0,15674,0,5533146,0
"Chuukese","Massachusetts",0,15674,0,6355905,0
"Chuukese","Michigan",0,15674,0,9080289,0
"Chuukese","Minnesota",114,15674,0.73,5150715,0
"Chuukese","Mississippi",0,15674,0,2541044,0
"Chuukese","Missouri",604,15674,3.85,5508462,0.01
"Chuukese","Montana",0,15674,0,952635,0
"Chuukese","Nebraska",0,15674,0,1776556,0
"Chuukese","Nevada",0,15674,0,2744626,0
"Chuukese","New Hampshire",0,15674,0,1234766,0
"Chuukese","New Jersey",0,15674,0,8410259,0
"Chuukese","New Mexico",0,15674,0,1800441,0
"Chuukese","New York",6,15674,0.04,17870301,0
"Chuukese","North Carolina",21,15674,0.13,9147135,0
"Chuukese","North Dakota",0,15674,0,691239,0
"Chuukese","Ohio",36,15674,0.23,10674943,0
"Chuukese","Oklahoma",439,15674,2.8,3496942,0.01
"Chuukese","Oregon",1366,15674,8.72,3856566,0.04
"Chuukese","Pennsylvania",100,15674,0.64,11689113,0
"Chuukese","Rhode Island",0,15674,0,966639,0
"Chuukese","South Carolina",0,15674,0,4451500,0
"Chuukese","South Dakota",0,15674,0,780990,0
"Chuukese","Tennessee",0,15674,0,6096043,0
"Chuukese","Texas",108,15674,0.69,25732230,0
"Chuukese","Utah",132,15674,0.84,2890269,0
"Chuukese","Vermont",0,15674,0,563783,0
"Chuukese","Virginia",0,15674,0,7632032,0
"Chuukese","Washington",1598,15674,10.2,6985060,0.02
"Chuukese","West Virginia",0,15674,0,1562854,0
"Chuukese","Wisconsin",0,15674,0,5356572,0
"Chuukese","Wyoming",0,15674,0,516070,0
"Samoan","Alabama",137,85480,0.16,4273154,0
"Samoan","Alaska",4043,85480,4.73,643509,0.63
"Samoan","Arizona",1442,85480,1.69,6481034,0.02
"Samoan","Arkansas",394,85480,0.46,2656747,0.01
"Samoan","California",25971,85480,30.38,34885769,0.07
"Samoan","Colorado",721,85480,0.84,5205618,0.01
"Samoan","Connecticut",94,85480,0.11,3243543,0
"Samoan","Delaware",0,85480,0,868386,0
"Samoan","District of Columbia",0,85480,0,586792,0
"Samoan","Florida",475,85480,0.56,18666465,0
"Samoan","Georgia",909,85480,1.06,9270184,0.01
"Samoan","Hawaii",16629,85480,19.45,1268826,1.31
"Samoan","Idaho",138,85480,0.16,1608055,0.01
"Samoan","Illinois",325,85480,0.38,11513071,0
"Samoan","Indiana",378,85480,0.44,6051758,0.01
"Samoan","Iowa",96,85480,0.11,2869061,0
"Samoan","Kansas",98,85480,0.11,2631827,0
"Samoan","Kentucky",115,85480,0.13,3999146,0
"Samoan","Louisiana",91,85480,0.11,3954844,0
"Samoan","Maine",150,85480,0.18,1231579,0.01
"Samoan","Maryland",164,85480,0.19,5533146,0
"Samoan","Massachusetts",210,85480,0.25,6355905,0
"Samoan","Michigan",246,85480,0.29,9080289,0
"Samoan","Minnesota",111,85480,0.13,5150715,0
"Samoan","Mississippi",45,85480,0.05,2541044,0
"Samoan","Missouri",1542,85480,1.8,5508462,0.03
"Samoan","Montana",48,85480,0.06,952635,0.01
"Samoan","Nebraska",114,85480,0.13,1776556,0.01
"Samoan","Nevada",2974,85480,3.48,2744626,0.11
"Samoan","New Hampshire",0,85480,0,1234766,0
"Samoan","New Jersey",247,85480,0.29,8410259,0
"Samoan","New Mexico",66,85480,0.08,1800441,0
"Samoan","New York",255,85480,0.3,17870301,0
"Samoan","North Carolina",869,85480,1.02,9147135,0.01
"Samoan","North Dakota",188,85480,0.22,691239,0.03
"Samoan","Ohio",235,85480,0.27,10674943,0
"Samoan","Oklahoma",187,85480,0.22,3496942,0.01
"Samoan","Oregon",1272,85480,1.49,3856566,0.03
"Samoan","Pennsylvania",274,85480,0.32,11689113,0
"Samoan","Rhode Island",33,85480,0.04,966639,0
"Samoan","South Carolina",33,85480,0.04,4451500,0
"Samoan","South Dakota",6,85480,0.01,780990,0
"Samoan","Tennessee",40,85480,0.05,6096043,0
"Samoan","Texas",2181,85480,2.55,25732230,0.01
"Samoan","Utah",8098,85480,9.47,2890269,0.28
"Samoan","Vermont",0,85480,0,563783,0
"Samoan","Virginia",690,85480,0.81,7632032,0.01
"Samoan","Washington",12886,85480,15.07,6985060,0.18
"Samoan","West Virginia",160,85480,0.19,1562854,0.01
"Samoan","Wisconsin",100,85480,0.12,5356572,0
"Samoan","Wyoming",0,85480,0,516070,0
"Tongan","Alabama",0,38695,0,4273154,0
"Tongan","Alaska",0,38695,0,643509,0
"Tongan","Arizona",1055,38695,2.73,6481034,0.02
"Tongan","Arkansas",0,38695,0,2656747,0
"Tongan","California",15571,38695,40.24,34885769,0.04
"Tongan","Colorado",68,38695,0.18,5205618,0
"Tongan","Connecticut",0,38695,0,3243543,0
"Tongan","Delaware",0,38695,0,868386,0
"Tongan","District of Columbia",34,38695,0.09,586792,0.01
"Tongan","Florida",195,38695,0.5,18666465,0
"Tongan","Georgia",116,38695,0.3,9270184,0
"Tongan","Hawaii",6152,38695,15.9,1268826,0.48
"Tongan","Idaho",332,38695,0.86,1608055,0.02
"Tongan","Illinois",112,38695,0.29,11513071,0
"Tongan","Indiana",0,38695,0,6051758,0
"Tongan","Iowa",0,38695,0,2869061,0
"Tongan","Kansas",0,38695,0,2631827,0
"Tongan","Kentucky",0,38695,0,3999146,0
"Tongan","Louisiana",0,38695,0,3954844,0
"Tongan","Maine",0,38695,0,1231579,0
"Tongan","Maryland",0,38695,0,5533146,0
"Tongan","Massachusetts",38,38695,0.1,6355905,0
"Tongan","Michigan",33,38695,0.09,9080289,0
"Tongan","Minnesota",0,38695,0,5150715,0
"Tongan","Mississippi",0,38695,0,2541044,0
"Tongan","Missouri",0,38695,0,5508462,0
"Tongan","Montana",245,38695,0.63,952635,0.03
"Tongan","Nebraska",0,38695,0,1776556,0
"Tongan","Nevada",968,38695,2.5,2744626,0.04
"Tongan","New Hampshire",0,38695,0,1234766,0
"Tongan","New Jersey",0,38695,0,8410259,0
"Tongan","New Mexico",0,38695,0,1800441,0
"Tongan","New York",64,38695,0.17,17870301,0
"Tongan","North Carolina",0,38695,0,9147135,0
"Tongan","North Dakota",0,38695,0,691239,0
"Tongan","Ohio",76,38695,0.2,10674943,0
"Tongan","Oklahoma",26,38695,0.07,3496942,0
"Tongan","Oregon",634,38695,1.64,3856566,0.02
"Tongan","Pennsylvania",811,38695,2.1,11689113,0.01
"Tongan","Rhode Island",0,38695,0,966639,0
"Tongan","South Carolina",0,38695,0,4451500,0
"Tongan","South Dakota",0,38695,0,780990,0
"Tongan","Tennessee",70,38695,0.18,6096043,0
"Tongan","Texas",1362,38695,3.52,25732230,0.01
"Tongan","Utah",8734,38695,22.57,2890269,0.3
"Tongan","Vermont",0,38695,0,563783,0
"Tongan","Virginia",4,38695,0.01,7632032,0
"Tongan","Washington",1839,38695,4.75,6985060,0.03
"Tongan","West Virginia",0,38695,0,1562854,0
"Tongan","Wisconsin",16,38695,0.04,5356572,0
"Tongan","Wyoming",140,38695,0.36,516070,0.03
"Hawaiian","Alabama",96,55976,0.17,4273154,0
"Hawaiian","Alaska",48,55976,0.09,643509,0.01
"Hawaiian","Arizona",141,55976,0.25,6481034,0
"Hawaiian","Arkansas",235,55976,0.42,2656747,0.01
"Hawaiian","California",2914,55976,5.21,34885769,0.01
"Hawaiian","Colorado",378,55976,0.68,5205618,0.01
"Hawaiian","Connecticut",0,55976,0,3243543,0
"Hawaiian","Delaware",0,55976,0,868386,0
"Hawaiian","District of Columbia",0,55976,0,586792,0
"Hawaiian","Florida",297,55976,0.53,18666465,0
"Hawaiian","Georgia",820,55976,1.46,9270184,0.01
"Hawaiian","Hawaii",41997,55976,75.03,1268826,3.31
"Hawaiian","Idaho",38,55976,0.07,1608055,0
"Hawaiian","Illinois",262,55976,0.47,11513071,0
"Hawaiian","Indiana",248,55976,0.44,6051758,0
"Hawaiian","Iowa",9,55976,0.02,2869061,0
"Hawaiian","Kansas",69,55976,0.12,2631827,0
"Hawaiian","Kentucky",266,55976,0.48,3999146,0.01
"Hawaiian","Louisiana",0,55976,0,3954844,0
"Hawaiian","Maine",39,55976,0.07,1231579,0
"Hawaiian","Maryland",201,55976,0.36,5533146,0
"Hawaiian","Massachusetts",192,55976,0.34,6355905,0
"Hawaiian","Michigan",128,55976,0.23,9080289,0
"Hawaiian","Minnesota",93,55976,0.17,5150715,0
"Hawaiian","Mississippi",216,55976,0.39,2541044,0.01
"Hawaiian","Missouri",116,55976,0.21,5508462,0
"Hawaiian","Montana",0,55976,0,952635,0
"Hawaiian","Nebraska",93,55976,0.17,1776556,0.01
"Hawaiian","Nevada",1184,55976,2.12,2744626,0.04
"Hawaiian","New Hampshire",0,55976,0,1234766,0
"Hawaiian","New Jersey",44,55976,0.08,8410259,0
"Hawaiian","New Mexico",24,55976,0.04,1800441,0
"Hawaiian","New York",101,55976,0.18,17870301,0
"Hawaiian","North Carolina",202,55976,0.36,9147135,0
"Hawaiian","North Dakota",0,55976,0,691239,0
"Hawaiian","Ohio",293,55976,0.52,10674943,0
"Hawaiian","Oklahoma",244,55976,0.44,3496942,0.01
"Hawaiian","Oregon",783,55976,1.4,3856566,0.02
"Hawaiian","Pennsylvania",77,55976,0.14,11689113,0
"Hawaiian","Rhode Island",0,55976,0,966639,0
"Hawaiian","South Carolina",9,55976,0.02,4451500,0
"Hawaiian","South Dakota",48,55976,0.09,780990,0.01
"Hawaiian","Tennessee",601,55976,1.07,6096043,0.01
"Hawaiian","Texas",981,55976,1.75,25732230,0
"Hawaiian","Utah",756,55976,1.35,2890269,0.03
"Hawaiian","Vermont",0,55976,0,563783,0
"Hawaiian","Virginia",288,55976,0.51,7632032,0
"Hawaiian","Washington",1443,55976,2.58,6985060,0.02
"Hawaiian","West Virginia",2,55976,0,1562854,0
"Hawaiian","Wisconsin",0,55976,0,5356572,0
"Hawaiian","Wyoming",0,55976,0,516070,0
"Other Eastern Malayo-Polynesian languages","Alabama",276,44836,0.62,4273154,0.01
"Other Eastern Malayo-Polynesian languages","Alaska",366,44836,0.82,643509,0.06
"Other Eastern Malayo-Polynesian languages","Arizona",753,44836,1.68,6481034,0.01
